station_id,station_name,station_type,latitude,longitude,date,temp_max_f,temp_min_f,precip_in,snowfall_in,wind_speed_mph
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-01-29,NA,NA,0.01,0.1,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-01-30,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-01-31,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-01,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-02,NA,NA,0.03,0.1,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-03,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-04,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-05,NA,NA,0.12,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-06,NA,NA,0.25,0.2,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-07,NA,NA,0.13,1.2,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-08,NA,NA,0.14,1.8,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-09,NA,NA,0.04,0.5,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-10,NA,NA,0.24,0.5,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-11,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-12,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-13,NA,NA,0.34,2.7,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-14,NA,NA,0.11,1,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-15,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-16,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-17,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-18,NA,NA,0.26,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-19,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-20,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-21,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-22,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-23,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-24,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-25,NA,NA,0.23,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-26,NA,NA,0.14,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-27,NA,NA,0.43,3.6,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-28,NA,NA,0.02,0.3,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-02-29,NA,NA,0.12,2.6,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-01,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-02,NA,NA,0.01,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-03,NA,NA,0.03,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-04,NA,NA,0.26,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-05,NA,NA,0.04,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-06,NA,NA,0.03,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-07,NA,NA,0.1,0.2,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-08,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-09,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-10,NA,NA,0.05,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-11,NA,NA,0.17,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-12,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-13,NA,NA,0.25,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-14,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-15,NA,NA,0.01,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-16,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-17,NA,NA,0.03,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-18,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-19,NA,NA,1.22,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-20,NA,NA,0.13,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-21,NA,NA,0.07,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-22,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-23,NA,NA,0.16,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-24,NA,NA,0.07,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-25,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-26,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-27,NA,NA,0.32,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-28,NA,NA,1.04,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-29,NA,NA,1.7,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-30,NA,NA,0.2,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-03-31,NA,NA,0.03,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-01,NA,NA,0.01,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-02,NA,NA,0.03,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-03,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-04,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-05,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-06,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-07,NA,NA,0.07,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-08,NA,NA,0.97,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-09,NA,NA,0.13,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-10,NA,NA,0.12,0.2,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-11,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-12,NA,NA,0.02,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-13,NA,NA,0.17,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-14,NA,NA,0.13,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-15,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-16,NA,NA,0.18,1.3,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-17,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-18,NA,NA,0.41,1.8,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-19,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-20,NA,NA,0.02,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-21,NA,NA,0.1,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-22,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-23,NA,NA,0.14,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-24,NA,NA,0.14,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-25,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-26,NA,NA,0.43,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-27,NA,NA,0.06,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-28,NA,NA,0.06,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-29,NA,NA,0.39,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-04-30,NA,NA,0.11,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-01,NA,NA,0.08,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-02,NA,NA,0.04,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-03,NA,NA,0.06,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-04,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-05,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-06,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-07,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-08,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-09,NA,NA,0.02,0.2,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-10,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-11,NA,NA,0.58,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-12,NA,NA,0.03,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-13,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-14,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-15,NA,NA,0.64,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-16,NA,NA,2.06,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-17,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-18,NA,NA,0.68,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-19,NA,NA,1.9,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-20,NA,NA,0.01,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-21,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-22,NA,NA,0.12,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-23,NA,NA,0.36,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-24,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-25,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-26,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-27,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-28,NA,NA,0.03,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-29,NA,NA,0.12,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-30,NA,NA,0.42,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-05-31,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-01,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-02,NA,NA,0.08,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-03,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-04,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-05,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-06,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-07,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-08,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-09,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-10,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-11,NA,NA,0.53,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-12,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-13,NA,NA,0.08,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-14,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-15,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-16,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-17,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-18,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-19,NA,NA,0.96,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-20,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-21,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-22,NA,NA,0.16,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-23,NA,NA,0.47,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-24,NA,NA,0.48,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-25,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-26,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-27,NA,NA,0.36,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-28,NA,NA,0.03,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-29,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-06-30,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-07-01,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-07-02,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-07-03,NA,NA,0,0,NA
US1OHCY0024,"PARMA 1.9 NNW, OH US",Volunteer (CoCoRaHS),41.408813,-81.744789,2020-07-04,NA,NA,0,0,NA
